,index,label,review,scores,compound,Sentiment_of_the_Review
459,460,Neutral,"It has 60Hz refresh rate but you won't feel the difference imho
2.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
460,461,Extremely positive,Good Battery Life (iPhone 13 Series has good battery life but ensure you have a supported charger) I use my MacBook's charger which charges the phone pretty quickly.,"{'neg': 0.071, 'neu': 0.538, 'pos': 0.391, 'compound': 0.8979}",0.8979,Extremely positive
461,462,Neutral,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
462,463,Neutral,"Best Privacy Control
4.","{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,Extremely positive
463,464,Positive,"Camera in Portrait Mode and Selfie Camera (LiveText Detection is a nice feature)
5.","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.4215}",0.4215,Positive
464,465,Positive,"Fast Processor / RAM management is good
6.","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Positive
465,466,Neutral,"Great Resale value / Apple Support

Cons:

1.","{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.8481}",0.8481,Extremely positive
466,467,Neutral,"Screen size (6.1"" which is less in this price segment)
2.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
467,468,Extremely positive,"Optical Zoom in 13 is not great (If you want a camera phone go with Pro or Pro Max or Android alternative)
3.","{'neg': 0.134, 'neu': 0.813, 'pos': 0.053, 'compound': -0.4577}",-0.4577,Negetive
468,469,Positive,Third Party App Size is Huge (Gmail is 300MB / YouTube 250 MB).,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}",0.6124,Extremely positive
469,470,Negetive,"No native app lock option
4.","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negetive
470,471,Positive,"Very Less OS customizations / No Fingerprint Scanner (hopeful this gets better with iOS 16)
5.","{'neg': 0.109, 'neu': 0.729, 'pos': 0.163, 'compound': 0.2415}",0.2415,Positive
471,472,Positive,"No Native Support for mkv and other video formats (you can download a third party though)
6.","{'neg': 0.107, 'neu': 0.631, 'pos': 0.262, 'compound': 0.4939}",0.4939,Positive
472,473,Negetive,Native iOS Apps either require a subscription or are paid.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
473,474,Neutral,7,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
474,475,Negetive,File Management is restricted / Not easy to download *multiple* files from Telegram / Drive Battery life is very poor The look is retrograde .,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.8126}",-0.8126,Extremely Negetive
475,476,Neutral,Feel is cheap.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
476,477,Neutral,Does not have physical double SIM.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
477,478,Neutral,The Airtel does not offer eSIM for prepaid connection.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
478,479,Neutral,Fortunately jio revised an eSIM that got activated in 2hrs’.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
479,480,Neutral,There is nothing so spectacular about the camera.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
480,481,Positive,The cinematic mode is good.,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positive
481,482,Neutral,This is my first exposure to iphone.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
482,483,Positive,Impression : As good as any high end handset.,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.5859}",0.5859,Extremely positive
483,484,Positive,Android is really more user friendly.,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.5778}",0.5778,Extremely positive
484,485,Positive,Battery life for a new hand set is just good.,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7269}",0.7269,Extremely positive
485,486,Neutral,Sustains 12hrs’ normal mixed use.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
486,487,Neutral,"Battery is draining faster Maja nai aaya sach bolu pichhla wala hi hai
Kuch naya waya karte nai hai yeh apple waale bilkul maja nai aaya This product is duplicate of iPhone 12 only camera design changed.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
487,488,Extremely positive,"Very low quality of this product Buy Samsung mobile phone You should be a bigggggg bot to buy this phone
You could get iPhone 12 Pro that’s the best 😂 There was a hairline scratch on the screen which is not clearly visible directly.","{'neg': 0.099, 'neu': 0.811, 'pos': 0.09, 'compound': 0.1403}",0.1403,Positive
488,489,Neutral,"When we tried contacting Amazon for the replacement, they asked us to connect to apple and when connected to apple, they asked to connect with Amazon.","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}",0.34,Positive
489,490,Negetive,Blame game begins and we end up paying the price.,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}",-0.34,Negetive
490,491,Neutral,Awfull service.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
491,492,Neutral,I am going to tag on the social media both Amazon and apple.,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.1779}",0.1779,Positive
492,493,Negetive,Such a big scam Just but iphone 12!,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.3903}",-0.3903,Negetive
493,494,Positive,It’s not worth the money!,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.2401}",-0.2401,Negetive
494,495,Neutral,"Unless ur from BJP or something where you’re full with corrupt money, then go ahead.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
495,496,Neutral,i am poor and i cant afford it lmao xdxdxdxdxd so if you have money to flex buy it i am bored thats why i am writing this review while drinking coffee i have my chemistry exam on manday and cant study mole concept and got bored thats why i came here to write this review if you read this review til here very good you justt wasted your time now go and do something productive :) Price is very low than expected.,"{'neg': 0.176, 'neu': 0.756, 'pos': 0.068, 'compound': -0.8336}",-0.8336,Extremely Negetive
496,497,Neutral,I don't buy cheap phones😜.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
497,498,Neutral,"Waiting for iPhone 20..........
To buy A S A P I switched from Android to IOS.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
498,499,Neutral,There are so many things you can not do on iphone.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
499,500,Extremely positive,If you want a phone which have good looks and phone doesn’t do anything else then you can buy iphone.,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}",0.4939,Positive
500,501,Positive,Battery life is fine.,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.2023}",0.2023,Positive
501,502,Positive,Charging speed is also fine.,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}",0.2023,Positive
502,503,Positive,Camera quality is also fine but some of android phones with this range have better camera quality than this one.,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.6428}",0.6428,Extremely positive
503,504,Negetive,"Phone, Email & SMS management extremely unfriendly, primitive and restrictive
Unnecessary animation on each action
Very bad user experience This is just a brick.","{'neg': 0.248, 'neu': 0.752, 'pos': 0.0, 'compound': -0.764}",-0.764,Extremely Negetive
504,505,Neutral,Cannot be used for calling or internet access unless you have wifi.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
505,506,Neutral,This device has serious network issues.,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.0772}",-0.0772,Negetive
506,507,Neutral,My One Plus 9 Pro and Realme 7 shows 100% network bars and internet work fast enought to stream multiple HD videos at the same time (speed test result 45mbps - airtel postpaid).,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
507,508,Neutral,But this apple device shows only 1 bar and sometimes none.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
508,509,Neutral,You can't do anything other than just looking at phone.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
509,510,Neutral,I kept 9 pro and iphone 13 at the same place at the same time having airtel postpaid sim card inserted.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
510,511,Neutral,OnePlus gets full coverage of same network while iPhone gets only 1 bar coverage which cannot be used for anything.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
511,512,Neutral,"When I checked online, found that a lot of people facing same network issue with iPhone 13 series.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
512,513,Positive,"Seriously, I would not recommend anyone to buy this brick.","{'neg': 0.352, 'neu': 0.648, 'pos': 0.0, 'compound': -0.4234}",-0.4234,Negetive
513,514,Negetive,Apple making fools of images ridden duffers.,"{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negetive
514,515,Positive,"Overpriced phone, don't have bsic features like 120 hz display, only 3100 mah battery.","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.3612,Positive
515,516,Neutral,Please don't buy iphone from Amazon as I have received the box with broken seal.,"{'neg': 0.171, 'neu': 0.608, 'pos': 0.221, 'compound': -0.0258}",-0.0258,Negetive
516,517,Negetive,You can only replace and there is no option to refund.,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",-0.296,Negetive
517,518,Neutral,So guys beware.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
518,519,Positive,"Have Dent on the edge after checking trying to replace the product but we unable i have try many ways to replace so please don,t buy fom online plateform this expensive phones .","{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.6107}",0.6107,Extremely positive
519,520,Extremely positive,"Phone delivered to me on 28 feb 2022 and the phone is already reseted on 25 Jan 22 no words Same as iphone 12 expect camara not satisfied go with I phone 12 if you want best camara then I phone 13 Headset of my iPhone is not working
What can i do Front camera wasn’t working.","{'neg': 0.075, 'neu': 0.833, 'pos': 0.092, 'compound': 0.2425}",0.2425,Positive
520,521,Neutral,Got a defective piece.,"{'neg': 0.592, 'neu': 0.408, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negetive
521,522,Negetive,Battery life is worst .,"{'neg': 0.577, 'neu': 0.423, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Extremely Negetive
522,523,Neutral,Even normal use call whatsapp battery drain fast 1 day backup only .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
523,524,Positive,Don't go for iphone 13 if u want battery backup.,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.0772,Positive
524,525,Negetive,And Android user don't go for iOS lot of disadvantages are there.,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negetive
525,526,Negetive,And don't waste money.,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.3252}",0.3252,Positive
526,527,Neutral,U can go for higher range Android.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
527,528,Neutral,The battery has been draining significantly.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
528,529,Extremely positive,Customer service were not that helpful and I'm losing my mind to resolve this.,"{'neg': 0.266, 'neu': 0.594, 'pos': 0.14, 'compound': -0.3252}",-0.3252,Negetive
529,530,Negetive,I'm so disappointed in myself for buying this phone.,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Extremely Negetive
530,531,Negetive,What a terrible experience Gave scratched phone as and screen broken and also denied for return Not at all worth the wait and price.,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.8679}",-0.8679,Extremely Negetive
531,532,Neutral,I phone 11 and 12 were better version at this price points.,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,Positive
532,533,Neutral,Nothing much has been changed.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
533,534,Positive,Check before you buy and make a good decision.,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,Positive
534,535,Neutral,i think i got duplicate mobile Battery charging very slow not a good option to buy iPhone 13 face unlock below standard The phone is heating badly when put on charge.,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.6975}",-0.6975,Extremely Negetive
535,536,Neutral,"And when on use of 15mins , the phone is getting heated up overpriced phone Na Heating heating heating.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
536,537,Neutral,"Not expected from a phone with such price Defective piece, can’t contact the seller too I received used Mobile No big upgrades at all!!","{'neg': 0.221, 'neu': 0.779, 'pos': 0.0, 'compound': -0.6892}",-0.6892,Extremely Negetive
537,538,Neutral,It’s the same as iPhone 12 except that they changed the camera designed!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
538,539,Neutral,Apple STOP FOOLING US You can buy two to three Samsung/Other best mobiles with this specifications.. not up to the mark.,"{'neg': 0.223, 'neu': 0.63, 'pos': 0.147, 'compound': -0.2883}",-0.2883,Negetive
539,540,Negetive,Only camera got changed compared to iPhone 12 Very expensive and not working well as I was thinking about it so I think this is my wrong selection.,"{'neg': 0.17, 'neu': 0.83, 'pos': 0.0, 'compound': -0.6012}",-0.6012,Extremely Negetive
540,541,Neutral,wastage of money.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
541,542,Neutral,better go for Iphone 12 pro.,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive
542,543,Positive,amazon Great indian sale also ll be there at 4th oct just grab ip12pro with huge discount.,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7964}",0.7964,Extremely positive
543,544,Positive,"and iphone13 assembled in China but 12pro assamble in India I don’t know why they are doing this kind of things i mean at 70k even you don’t get the 120hz display, at least 90hz must be there.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
544,545,Positive,"Only camera improvement, instead selling phones why they don’t sell apple DSLRs .","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}",0.4588,Positive
545,546,Extremely positive,"This product is not worth for its money
If u r switching 1st time from android, then you will feel scrolling is very slow in it, refresh rate just 60hz, even screen is just 6.1 with big notch, making it look small, if you really have good amount of money, then buy only pro max series with 6.7 inch screen, expect camera, everything is better in android Go for I phone 12 guy's ..","{'neg': 0.022, 'neu': 0.898, 'pos': 0.08, 'compound': 0.6611}",0.6611,Extremely positive
546,547,Neutral,"I suggest you for it ..
Buy I phone 12 only .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
547,548,Extremely Negetive,"Ok I had iPhone 12 already… I couldn’t found a reason to upgrade to 13.. moreover he has getting outlooks so better which is very important… Samsung, oneplus and so many outlooks are far better.. we have to change the mindset of those people that we even reject iPhone worst models.. this is 3rd flop in their series.. 1st 5C, 2nd 7 The biggest issues starts when u buy iPhone and the phone cries for getting signal for you.","{'neg': 0.139, 'neu': 0.792, 'pos': 0.069, 'compound': -0.7148}",-0.7148,Extremely Negetive
548,549,Positive,If don’t trust buy iPhone and experience it.,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5106}",0.5106,Extremely positive
549,550,Extremely Negetive,"No big difference between iphone 12 and 13 , waste of money , infact iphone 12 is better than iphone 13 This phone sucks buy samsung, buy oppo, buy oneplus, even mi is better than crap apple.","{'neg': 0.225, 'neu': 0.646, 'pos': 0.129, 'compound': -0.5106}",-0.5106,Extremely Negetive
550,551,Negetive,Don't but this crap.,"{'neg': 0.571, 'neu': 0.429, 'pos': 0.0, 'compound': -0.6124}",-0.6124,Extremely Negetive
551,552,Negetive,"I regretted it, you will too.","{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}",-0.3818,Negetive
552,553,Neutral,The back camera was not working.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
553,554,Neutral,Flash light was also not working.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
554,555,Negetive,Most importantly Amazon denies the replacement or refund.,"{'neg': 0.242, 'neu': 0.396, 'pos': 0.362, 'compound': 0.13}",0.13,Positive
555,556,Positive,I went to the apple service centre they kept the phone and worked like snail.,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}",0.3612,Positive
556,557,Neutral,Still they are diagnosing the issue.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
557,558,Negetive,You have to pay 95000+ for this stupid phone which doesn’t make any sense especially when they don’t even pack a charger and 120hz display in such an expensive phone.,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.6597}",-0.6597,Extremely Negetive
558,559,Neutral,Buy Google pixel phone instead.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
559,560,Neutral,"Could've been better, this is just such a small update..","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",0.4404,Positive
560,561,Neutral,"I'd say stick to your old iPhone 12 if you have it.. if not then maybe think of buying this Everything almost similar to iPhone 12, either go iphone 12 only or samsung if Android is not an issue.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
561,562,Neutral,Overrated product.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
562,563,Neutral,Nothing new.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
563,564,Negetive,I had a bad experience….,"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Extremely Negetive
564,565,Neutral,"My unlock button is not working properly, at times it’s not unlocking my phone.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
565,566,Neutral,I bought the phone from India on the first week of its launch.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
566,567,Negetive,No biometrics with many UI flaws.,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,Negetive
567,568,Neutral,Too expensive at 90K range.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
568,569,Neutral,Better wait for new versions so that the price will drop for this version substantially.,"{'neg': 0.117, 'neu': 0.722, 'pos': 0.161, 'compound': 0.2023}",0.2023,Positive
569,570,Positive,"SLIGHT speed difference, more batter backup for more than 12 Not worth it Go for 12 instead.. No difference at all Not buy due to money problems.aspo jui fds bgf and tell i am senior citizen 65 years old will be there I bought this phone Bcoz I have lot of money to showoff.","{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.434}",-0.434,Negetive
570,571,Neutral,"Country of Origin China,
you can decide your own.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
571,572,Neutral,But India origin and manufacture only.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
572,573,Positive,Thank you for considering it.,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,Positive
573,574,Positive,Camera quality very bad like Android phone below Rs 4000 is this original product or duplicate product what to do or any option for camera setting I tried all settings option but not satisfied camera quality.,"{'neg': 0.135, 'neu': 0.773, 'pos': 0.092, 'compound': -0.4005}",-0.4005,Negetive
574,575,Neutral,Android are way better than iOS Its better to buy samsung or nokia,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.7003}",0.7003,Extremely positive
